248, 1
311, 1
316, 1
322, 1
356, 1
357, 1
382, 2
384, 1
387, 1
394, 1
427, 1
429, 1
453, 1
454, 1
457, 1
460, 1
479, 1
502, 1
507, 1
520, 1
525, 1
532, 1
545, 1
549, 1
551, 1
558, 1
591, 1
593, 1
617, 2
620, 1
623, 1
625, 1
629, 1
662, 1
665, 1
689, 2
693, 1
695, 1
700, 1
715, 1
735, 1
737, 1
760, 1
767, 1
781, 1
786, 1
793, 1
797, 1
826, 1
828, 1
853, 2
855, 1
857, 1
860, 1
865, 1
897, 1
900, 1
924, 2
928, 1
931, 1
936, 1
950, 1
970, 1
972, 1
996, 1
1000, 1
1002, 1
1017, 1
1022, 1
1029, 1
1061, 1
1064, 1
1087, 1
1089, 1
1091, 1
1094, 1
1100, 1
1103, 1
1114, 1
1133, 1
1135, 1
1138, 1
1160, 2
1163, 1
1164, 1
1166, 1
1171, 1
1174, 1
1179, 1
1186, 1
1188, 1
1192, 1
1199, 1
1204, 1
1205, 1
1207, 1
1209, 2
1216, 1
1217, 1
1219, 1
1229, 1
1231, 1
1233, 1
1235, 1
1238, 1
1240, 1
1243, 1
1245, 1
1251, 2
1253, 1
1254, 2
1256, 1
1258, 1
1260, 1
1262, 3
1263, 2
1264, 1
1266, 1
1271, 1
1276, 1
1278, 1
1279, 1
1280, 1
1283, 1
1285, 1
1289, 1
1291, 2
1296, 2
1299, 1
1300, 1
1310, 1
1311, 1
1314, 1
1321, 1
1322, 1
1324, 1
1325, 3
1326, 1
1330, 1
1331, 2
1334, 2
1337, 1
1339, 2
1343, 1
1347, 1
1349, 1
1350, 1
1351, 1
1353, 1
1356, 1
1360, 1
1364, 1
1367, 1
1372, 1
1375, 1
1377, 1
1381, 1
1384, 1
1385, 1
1393, 1
1395, 2
1398, 1
1400, 1
1403, 2
1405, 1
1408, 1
1410, 1
1413, 1
1415, 1
1418, 1
1422, 2
1423, 1
1427, 2
1428, 1
1435, 1
1439, 1
1440, 1
1442, 1
1445, 1
1446, 1
1453, 1
1455, 1
1463, 1
1465, 1
1469, 1
1479, 1
1480, 1
1486, 3
1489, 1
1490, 2
1491, 1
1493, 2
1496, 1
1497, 1
1498, 2
1499, 1
1502, 1
1506, 1
1511, 1
1513, 1
1514, 1
1515, 1
1519, 1
1521, 1
1525, 1
1526, 1
1531, 1
1536, 1
1547, 1
1549, 1
1557, 1
1558, 1
1561, 3
1563, 1
1564, 1
1566, 1
1567, 1
1568, 1
1569, 3
1572, 1
1575, 2
1578, 1
1583, 1
1585, 2
1587, 1
1589, 1
1592, 1
1596, 1
1603, 1
1608, 1
1611, 1
1616, 1
1620, 1
1628, 1
1631, 2
1633, 2
1634, 1
1635, 1
1638, 2
1641, 1
1642, 1
1644, 1
1646, 1
1648, 1
1651, 1
1656, 1
1657, 2
1658, 1
1663, 1
1664, 1
1670, 1
1674, 1
1675, 1
1680, 1
1682, 1
1686, 1
1689, 1
1690, 1
1700, 2
1706, 1
1714, 1
1716, 1
1721, 1
1722, 1
1723, 1
1725, 1
1726, 1
1729, 2
1731, 1
1733, 4
1738, 1
1741, 1
1747, 1
1748, 2
1750, 1
1751, 1
1754, 1
1758, 1
1760, 1
1761, 1
1767, 1
1771, 1
1781, 1
1782, 1
1785, 1
1792, 1
1793, 1
1796, 2
1797, 2
1799, 1
1801, 1
1803, 2
1804, 1
1805, 2
1809, 1
1810, 1
1814, 1
1818, 1
1820, 2
1822, 1
1825, 1
1827, 1
1831, 1
1833, 1
1838, 1
1843, 1
1846, 1
1851, 1
1855, 1
1863, 1
1866, 2
1867, 1
1870, 1
1871, 1
1873, 1
1874, 1
1876, 1
1878, 1
1879, 1
1881, 1
1884, 1
1887, 1
1890, 1
1891, 1
1892, 2
1893, 1
1894, 1
1898, 2
1899, 1
1909, 1
1916, 1
1922, 1
1924, 1
1925, 1
1926, 1
1935, 1
1936, 1
1938, 1
1941, 1
1947, 1
1949, 1
1950, 1
1951, 1
1954, 1
1956, 1
1959, 2
1961, 1
