0, 1
1, 1
2, 1
4, 1
5, 1
7, 1
8, 1
18, 1
20, 1
21, 1
23, 1
24, 1
25, 1
1002, 2
1005, 2
1008, 2
1018, 1
1021, 2
1024, 2
1027, 1
2001, 1
2002, 1
2005, 2
2008, 2
2020, 1
2021, 1
2023, 1
2024, 1
2026, 2
2027, 1
3004, 2
3007, 2
3010, 2
3011, 1
3020, 2
3022, 1
3023, 1
3025, 2
4007, 2
4011, 2
4014, 2
4026, 1
4027, 1
4029, 1
4030, 1
4032, 2
4033, 1
5007, 1
5010, 1
5011, 1
5013, 2
5016, 1
5017, 1
5026, 2
5029, 2
5032, 2
6011, 2
6014, 2
6017, 2
6027, 1
6029, 2
6032, 2
6035, 2
7010, 1
7011, 1
7014, 2
7017, 2
7031, 2
7033, 1
7034, 1
7036, 1
7037, 1
8014, 2
8017, 2
8020, 3
8030, 2
8033, 2
8035, 1
8036, 1
9014, 2
9017, 2
9020, 2
9033, 2
9036, 2
9038, 1
9039, 2
10015, 1
10018, 2
10021, 2
10024, 2
10034, 1
10035, 1
10037, 1
10038, 1
10040, 2
11019, 1
11020, 1
11023, 2
11026, 2
11038, 1
11040, 1
11041, 1
11043, 1
11044, 1
11046, 1
11047, 1
12020, 2
12023, 1
12024, 1
12026, 2
12029, 1
12040, 2
12043, 2
12046, 2
13023, 2
13025, 1
13026, 1
13028, 2
13038, 1
13039, 1
13041, 2
13044, 2
14023, 2
14026, 1
14027, 1
14029, 2
14041, 1
14042, 1
14044, 2
14047, 2
14048, 1
15027, 1
15030, 1
15031, 1
15033, 2
15036, 2
15046, 2
15049, 1
15050, 1
15052, 1
15053, 1
16027, 1
16028, 1
16031, 2
16033, 2
16045, 1
16047, 1
16048, 1
16050, 1
16051, 1
16054, 2
17026, 1
17027, 1
17030, 2
17033, 2
17035, 1
17047, 2
17050, 2
17052, 1
17053, 1
18030, 2
18033, 2
18036, 2
18046, 1
18047, 1
18049, 2
18052, 2
19031, 2
19034, 2
19037, 2
19050, 2
19052, 1
19053, 1
19055, 2
19056, 1
20032, 1
20035, 1
20036, 1
20038, 1
20039, 1
20041, 2
20052, 2
20055, 2
20057, 1
20058, 1
21035, 1
21036, 1
21038, 2
21041, 2
21052, 1
21055, 2
21058, 2
21060, 1
21061, 1
22034, 2
22039, 2
22042, 2
22044, 1
22055, 2
22057, 1
22058, 1
22061, 2
23040, 2
23043, 2
23045, 1
23046, 1
23056, 2
23058, 1
23059, 1
23061, 1
23062, 1
23064, 1
24040, 2
24043, 2
24045, 1
24046, 1
24058, 2
24060, 2
24063, 2
25040, 1
25044, 2
25047, 2
25050, 2
25061, 2
25063, 1
25064, 1
25066, 2
26045, 2
26048, 2
26050, 1
26051, 1
26061, 1
26064, 2
26067, 2
26070, 2
27047, 2
27050, 1
27051, 1
27053, 1
27054, 1
27056, 1
27066, 1
27067, 1
27069, 1
27070, 1
27072, 2
28048, 1
28049, 1
28051, 1
28052, 1
28055, 1
28056, 1
28067, 2
28070, 2
28072, 2
28075, 1
29051, 2
29052, 1
29055, 2
29057, 2
29070, 2
29073, 2
29075, 1
29076, 1
