0, 0
71, 6
149, 7
227, 7
305, 6
384, 6
461, 7
539, 7
618, 6
696, 6
774, 6
851, 7
930, 7
1008, 7
1086, 6
1165, 6
1243, 6
1320, 7
1399, 6
1477, 6
1555, 7
1633, 6
1711, 6
1789, 7
1868, 6
1945, 7
2023, 7
2101, 7
2180, 6
2258, 6
2336, 6
2415, 6
2492, 7
2570, 7
2648, 7
2727, 7
2805, 7
2883, 7
2961, 7
3039, 7
3118, 6
3195, 6
3274, 6
3352, 7
3430, 6
3508, 7
3586, 7
3665, 6
3743, 6
3820, 7
3898, 7
3978, 5
4055, 6
4133, 7
4211, 7
4289, 6
4367, 6
4446, 6
4523, 7
4602, 6
4680, 6
4758, 7
4836, 6
4914, 6
4992, 7
5071, 6
5148, 7
5227, 6
5305, 6
5382, 7
5461, 6
5539, 7
5617, 7
5695, 7
5773, 7
5852, 6
5929, 7
6007, 7
6086, 6
6164, 7
6242, 6
6320, 7
6398, 7
6477, 6
6554, 7
6633, 6
6711, 6
6789, 7
6866, 7
6945, 6
7023, 7
7101, 7
7180, 6
7258, 6
7336, 6
7413, 7
7492, 6
7570, 7
7648, 6
7726, 7
7805, 6
7882, 7
7961, 6
8041, 5
8117, 6
8195, 6
8273, 6
8351, 7
8429, 7
8508, 6
8585, 7
8664, 7
8742, 6
8820, 7
8898, 7
8976, 7
9055, 6
9132, 7
9211, 6
9289, 6
9367, 7
9445, 6
9524, 6
9601, 6
9680, 6
9757, 7
9836, 6
9914, 7
9992, 6
10070, 6
10148, 7
10227, 6
10304, 7
10382, 7
10461, 6
10539, 6
10617, 7
10695, 6
10773, 6
10851, 6
10930, 6
11007, 7
11085, 7
11164, 6
11242, 6
11319, 7
11398, 7
11476, 7
11555, 6
11633, 6
11710, 7
11789, 7
11866, 7
11945, 7
12023, 7
12102, 6
12179, 7
12257, 6
12335, 7
12414, 6
12491, 7
12570, 7
12648, 6
12727, 6
12804, 6
12904, -14
12961, 6
13039, 6
13116, 7
13195, 6
13272, 7
13351, 7
13429, 7
13507, 7
13585, 7
13663, 7
13742, 6
13820, 6
13898, 6
13976, 7
14054, 6
14132, 7
14211, 6
14288, 7
14367, 6
14444, 7
14523, 7
14601, 6
14679, 7
14758, 6
14835, 7
14913, 7
14991, 7
15070, 6
15147, 7
15226, 6
15304, 7
15382, 7
15460, 6
15538, 7
15616, 7
15695, 6
15773, 6
15851, 6
15928, 7
16007, 6
16085, 7
16164, 6
16241, 6
16320, 6
16398, 6
16475, 7
16554, 7
16632, 6
16710, 6
16788, 7
16867, 6
16944, 7
17022, 7
17100, 7
17179, 6
17257, 6
17335, 7
17413, 7
17491, 7
17570, 6
17648, 7
17726, 6
17804, 7
17882, 6
17960, 6
18038, 7
18116, 7
18195, 6
18273, 6
18350, 7
18429, 7
18507, 6
18585, 6
18663, 7
18741, 7
18819, 7
18898, 7
18976, 6
19055, 6
19132, 6
19210, 6
19288, 7
19367, 6
19444, 7
19523, 6
19601, 6
19678, 7
19757, 7
19835, 7
19913, 7
19991, 6
20069, 7
20148, 6
20226, 6
20304, 7
20382, 6
20460, 6
20538, 7
20616, 6
20695, 6
20773, 6
20850, 7
20929, 6
21007, 6
21085, 6
21163, 7
21241, 6
21319, 6
21397, 7
21476, 6
21554, 6
21632, 6
21710, 6
21788, 7
21866, 6
21944, 6
22022, 7
22100, 7
22178, 7
22257, 7
22335, 6
22413, 7
22491, 6
22570, 6
22647, 7
22726, 6
22803, 7
22882, 6
22959, 7
23038, 7
23116, 6
23194, 6
23272, 7
23350, 6
23429, 6
23506, 7
23584, 7
23663, 6
23741, 6
23819, 6
23898, 6
23975, 7
24053, 7
24132, 6
24209, 7
24288, 6
24365, 7
24444, 7
24522, 6
24601, 6
24679, 6
24756, 7
24834, 7
24913, 6
24991, 6
25070, 6
25147, 7
25226, 6
25303, 7
25381, 7
25459, 7
25538, 6
25616, 7
25694, 7
25772, 6
25850, 6
25929, 6
26007, 6
26084, 7
26163, 7
26241, 6
26319, 7
26397, 6
26475, 6
26553, 7
26631, 7
26709, 7
26788, 6
26865, 7
26944, 6
27022, 6
27100, 6
27178, 7
27256, 6
27335, 6
27413, 6
27490, 7
27569, 6
27647, 7
27724, 7
27803, 6
27881, 7
27960, 6
28037, 7
28115, 7
28194, 7
28272, 6
28350, 7
28428, 6
28506, 7
28584, 7
28662, 7
28741, 6
28819, 6
28897, 6
28975, 7
29053, 7
29132, 6
29209, 7
29288, 6
29365, 7
29444, 7
29522, 6
29600, 6
29678, 6
29756, 6
29834, 6
29913, 6
29990, 7
